6.214000,2,24.360878,24.361204,24.362962,24.369176
5.175000,3,26.366795,26.367081,26.368901,26.374076
4.181000,4,28.372717,28.372863,28.374843,28.379024
3.173000,5,30.378640,30.378936,30.380769,30.383942
2.196000,6,32.384569,32.384917,32.386707,32.388903
1.219000,7,34.390512,34.391063,34.392620,34.393839
0.234000,8,36.396458,36.396772,36.398616,36.398850
-0.800000,9,38.402435,38.402706,38.404569,38.403769
-1.187000,10,40.408402,40.408706,40.410488,40.409301
-1.215000,11,42.414342,42.414615,42.416407,42.415192
-1.217000,12,44.420268,44.420610,44.422327,44.421110
-1.268000,13,46.426176,46.426465,46.428322,46.427054
-1.259000,14,48.432080,48.432395,48.434260,48.433001
-1.245000,15,50.438148,50.438382,50.440187,50.438942
-1.274000,16,52.444016,52.444305,52.446168,52.444894
-1.236000,17,54.449923,54.450228,54.452142,54.450906
-1.147000,18,56.455977,56.456307,56.458064,56.456917
-1.277000,19,58.461940,58.462236,58.464102,58.462825
-1.193000,20,0.467856,0.468160,0.469942,0.468749
-1.257000,21,2.473931,2.474166,2.475929,2.474672
-1.170000,22,4.479732,4.480062,4.481880,4.480710
-1.240000,23,6.485664,6.486038,6.487852,6.486612
-1.300000,24,8.491632,8.491940,8.493806,8.492506
-1.258000,25,10.497654,10.497948,10.499771,10.498513
-1.242000,26,12.503835,12.504078,12.505876,12.504634
-1.248000,27,14.509703,14.510031,14.511858,14.510610
-1.185000,28,16.515584,16.516069,16.517858,16.516673
-1.304000,29,18.521621,18.521932,18.523818,18.522514
-1.267000,30,20.527607,20.527882,20.529738,20.528471
-1.266000,31,22.533568,22.533893,22.535730,22.534464
-1.229000,32,24.539617,24.539920,24.541750,24.540521
-1.195000,33,26.545489,26.545889,26.547646,26.546451
-1.251000,34,28.551443,28.551765,28.553590,28.552339
-1.208000,35,30.557445,30.557781,30.559535,30.558327
-1.240000,36,32.563354,32.563816,32.565493,32.564253
-1.254000,37,34.569307,34.569643,34.571454,34.570200
-1.261000,38,36.575317,36.575642,36.577393,36.576132
-1.256000,39,38.581372,38.581789,38.583574,38.582318
-1.249000,40,40.587357,40.587686,40.589459,40.588210
-1.258000,41,42.593316,42.593802,42.595423,42.594165
-1.268000,42,44.599242,44.599590,44.601421,44.600153
-1.242000,43,46.605232,46.605572,46.607388,46.606146
-1.204000,44,48.611276,48.611690,48.613345,48.612141
-1.307000,45,50.617154,50.617468,50.619292,50.617985
-1.276000,46,52.623140,52.623435,52.625266,52.623990
-1.237000,47,54.629082,54.629408,54.631150,54.629913
-1.299000,48,56.634940,56.635194,56.637079,56.635780
-0.790000,49,58.640890,58.641423,58.643020,58.642230
-1.447000,50,0.646804,0.647119,0.649001,0.647554
-1.135000,51,2.652824,2.653106,2.654978,2.653843
-1.216000,52,4.658753,4.659087,4.660893,4.659677
-1.236000,53,6.664689,6.665026,6.666832,6.665596
-1.322000,54,8.670654,8.670955,8.672852,8.671530
-1.264000,55,10.676708,10.677049,10.678787,10.677523
-1.352000,56,12.682711,12.682959,12.684849,12.683497
-1.384000,57,14.688613,14.688905,14.690850,14.689466
-1.231000,58,16.694643,16.694998,16.696782,16.695551
-1.276000,59,18.700644,18.700952,18.702741,18.701465
-1.240000,60,20.706576,20.706870,20.708657,20.707417
-1.216000,61,22.712507,22.712860,22.714641,22.713425
-1.181000,62,24.718499,24.718870,24.720638,24.719457
-1.358000,63,26.724389,26.724595,26.726520,26.725162
-1.348000,64,28.730322,28.730653,28.732452,28.731104
-1.163000,65,30.736219,30.736626,30.738371,30.737208
-1.260000,66,32.742169,32.742530,32.744350,32.743090
-1.252000,67,34.748060,34.748405,34.750226,34.748974
-1.132000,68,36.754011,36.754414,36.756192,36.755060
-0.860000,69,38.759921,38.760551,38.762055,38.761195
-0.837000,70,40.765867,40.766552,40.767983,40.767146
-1.163000,71,42.771840,42.772227,42.773961,42.772798
-1.279000,72,44.777760,44.778126,44.779911,44.778632
-1.227000,73,46.783757,46.784031,46.785841,46.784614
-1.257000,74,48.789666,48.789951,48.791811,48.790554
-1.263000,75,50.795635,50.795923,50.797784,50.796521
-1.379000,76,52.801567,52.801898,52.803823,52.802444
-1.215000,77,54.807578,54.808009,54.809698,54.808483
-1.384000,78,56.813557,56.813858,56.815686,56.814302
-1.297000,79,58.819485,58.819845,58.821663,58.820366
-1.269000,80,0.825513,0.825778,0.827628,0.826359
-1.350000,81,2.831459,2.831793,2.833713,2.832363
-1.243000,82,4.837461,4.837827,4.839625,4.838382
-1.272000,83,6.843323,6.843785,6.845568,6.844296
-1.169000,84,8.849395,8.849744,8.851551,8.850382
-1.149000,85,10.855318,10.855713,10.857490,10.856341
-1.122000,86,12.861315,12.861646,12.863447,12.862325
-1.135000,87,14.867261,14.867625,14.869444,14.868309
-1.130000,88,16.873319,16.873746,16.875514,16.874384
-1.062000,89,18.879279,18.879632,18.881496,18.880434
-1.054000,90,20.885260,20.885571,20.887426,20.886372
-1.046000,91,22.891197,22.891605,22.893381,22.892335
-0.955000,92,24.897150,24.897498,24.899302,24.898347
-0.970000,93,26.903080,26.903420,26.905221,26.904251
-0.936000,94,28.909035,28.909418,28.911172,28.910236
-0.894000,95,30.914921,30.915282,30.917110,30.916216
-1.034000,96,32.920994,32.921285,32.923141,32.922107
-0.873000,97,34.926869,34.927204,34.929032,34.928159
-0.877000,98,36.932830,36.933210,36.934990,36.934113
-0.832000,99,38.938812,38.939173,38.940914,38.940082
-0.829000,100,40.944700,40.945042,40.946852,40.946023
-0.773000,101,42.950653,42.951014,42.952765,42.951992
